id	humorbot
888933844409171968	human
1378257840	human
3066138190	human
283666442	human
97505313	human
27930923	human
777980271278694400	human
50205828	bot
38712583	human
222238734	human
129716321	human
936121320642822144	human
20512377	human
1417181893	human
1189627718	bot
3307671998	bot
759527715498098689	human
161078090	human
242916135	human
3352659499	human
68662384	human
257417439	human
2301797220	bot
271408341	bot
153692738	bot
385177512	human
800518334449975296	human
22209333	human
735917844068728832	human
1287573913	bot
969713951377326080	human
